Timestamp,"Do you consent to the collection of data in this survey for the purpose of training, validating, and testing algorithms and other such created software during VenusHacks2022? Note: All recorded responses are anonymous.","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]","On a scale of 0 to 100, please rate how funny this joke was (ex. 0 is not funny, 50 is average, 100 is hilarious).","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Length of Joke (in characters)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [# of Punctuation Characters (ex. !, #, ?, etc.)]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Numbers]","On a scale of 0 to 10, please indicate how much each characteristic played a role in deciding your response to the previous question (ex. 0 is no impact, 5 is average impact, 10 is high impact). [Presence of Emoticons/Acronyms (ex. :), :P, XD, :3, etc.)]"
5/20/2022 22:32:33,Yes,100,10,10,1,0,80,10,1,9,0,30,9,5,0,0,80,10,0,0,0,100,10,0,0,0,100,10,0,0,0,80,8,0,0,0,80,3,0,0,0,90,10,0,0,0,100,10,10,,0
5/20/2022 22:33:41,Yes,2,3,1,0,1,20,5,2,0,5,30,5,0,0,0,40,2,1,1,1,70,8,1,2,0,74,3,6,0,0,86,5,1,0,0,65,5,1,0,0,82,8,3,0,2,35,8,6,,4
5/20/2022 22:34:39,Yes,80,5,7,10,0,90,9,7,10,8,70,6,3,0,4,30,7,2,2,7,65,9,4,9,2,90,7,5,9,8,100,10,8,2,1,50,9,3,3,3,100,7,10,8,4,100,7,10,5,4
5/20/2022 22:37:35,Yes,50,5,3,3,3,0,0,0,0,0,50,4,3,3,3,50,3,3,3,3,75,5,4,4,4,50,4,4,4,4,50,4,4,4,4,75,5,4,4,4,0,4,4,4,4,100,4,4,4,4
5/20/2022 22:38:57,Yes,34,2,2,1,1,23,1,1,1,2,30,1,1,1,1,43,1,1,1,1,32,1,1,1,1,54,2,1,1,1,47,1,0,1,1,12,1,1,1,1,78,3,1,1,1,30,1,0,1,1
5/20/2022 22:40:24,Yes,60,4,4,5,0,40,5,4,6,5,70,6,5,0,0,70,6,6,0,0,80,6,6,7,0,70,5,5,0,0,75,6,6,0,0,80,6,5,0,0,75,6,6,0,0,65,5,6,0,0
5/20/2022 22:42:54,Yes,50,0,0,0,0,70,4,3,5,10,80,7,0,0,0,70,5,6,0,0,70,5,0,8,0,60,5,3,0,0,90,7,0,0,0,40,8,3,0,0,100,7,7,0,0,100,6,8,0,0
5/20/2022 22:43:11,Yes,100,10,1,3,1,0,0,0,0,0,23,10,1,1,1,0,0,0,0,0,100,10,10,0,0,0,10,10,0,0,100,10,10,0,0,100,10,10,0,0,2,10,10,0,0,99,10,10,0,0
5/20/2022 22:45:00,Yes,20,7,5,8,0,50,6,5,8,4,80,5,6,0,0,60,6,6,0,0,70,6,5,2,0,90,7,6,0,0,90,8,6,0,0,40,2,0,0,0,60,8,8,0,0,30,3,5,0,0
5/20/2022 22:45:14,Yes,40,7,2,10,0,75,5,3,8,1,60,7,5,0,0,20,6,6,0,0,60,7,4,1,0,70,8,6,0,7,85,8,6,0,0,60,5,5,0,0,90,10,8,0,0,100,10,10,0,0
5/20/2022 22:49:19,Yes,51,0,2,0,0,72.6,0,2,0,0,10,0,0,0,0,80,0,0,0,0,80,0,0,0,0,80,0,0,0,0,69,0,0,0,0,5,0,0,0,0,90,0,0,0,0,80,0,2,0,0
5/20/2022 22:49:48,Yes,50,3,5,5,7,25,2,3,2,7,80,5,5,5,5,100,4,4,4,4,100,6,7,6,3,95,6,6,5,3,100,7,7,7,7,100,7,7,7,7,75,7,10,10,7,50,9,9,7,8
5/20/2022 22:50:29,Yes,0,1,0,7,0,2,6,6,8,7,63,8,9,0,0,74,10,9,0,0,34,3,0,8,0,27,5,3,0,0,17,7,2,0,0,55,6,2,0,0,83,3,10,0,0,0,7,9,0,0
5/20/2022 22:50:33,Yes,20,8,1,0,5,0,6,3,0,2,60,6,1,0,0,40,3,6,0,0,0,4,3,0,0,70,7,0,0,0,10,3,3,0,0,80,9,0,0,0,0,10,1,0,0,60,2,6,0,4
5/20/2022 22:52:18,Yes,40,7,6,4,7,50,7,1,1,4,70,8,6,1,1,60,8,1,1,1,80,9,3,1,0,60,7,3,1,3,80,7,3,1,2,50,3,2,3,3,70,8,8,0,1,70,8,4,1,1
5/20/2022 22:52:48,Yes,69,5,4,10,0,0,0,0,0,0,30,4,2,0,0,50,5,8,0,0,70,5,6,3,0,40,3,4,0,0,60,5,6,0,0,20,2,2,0,0,50,6,0,0,0,80,3,9,0,0
5/20/2022 22:53:01,Yes,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,40,2,0,0,0,45,2,1,0,0,60,0,0,0,0,70,2,0,0,0,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2022 22:53:02,Yes,30,10,5,0,7,0,0,10,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,50,0,5,0,0,10,0,0,0,0,60,4,0,0,0,30,10,10,0,0,00,0,10,0,0
5/20/2022 22:53:53,Yes,70,6,7,5,9,0,5,5,10,10,60,5,8,5,5,0,5,5,5,5,0,5,5,10,0,0,5,0,0,0,50,5,0,5,0,50,5,0,0,0,0,5,10,0,10,60,5,0,0,0
5/20/2022 22:54:05,Yes,0,0,5,0,0,0,0,0,0,0,40,3,0,0,3,0,0,0,0,0,25,1,3,0,0,25,0,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5/20/2022 22:55:44,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2022 22:57:12,Yes,50,6,10,10,0,50,7,7,10,10,100,10,10,5,5,100,10,10,6,6,100,10,10,10,5,100,10,10,5,10,100,7,7,3,3,80,10,5,5,5,1oo,10,5,5,10,100,10,10,5,10
5/20/2022 23:06:18,Yes,5,0,0,10,0,35,5,10,2,0,5,0,0,0,0,50,0,0,0,0,20,0,0,0,0,30,0,0,0,0,50,0,0,0,0,60,0,0,0,0,10,0,0,0,0,10,0,0,0,0
5/20/2022 23:11:40,Yes,10,1,6,5,1,0,0,5,5,6,40,0,5,0,0,50,0,5,0,0,50,0,5,0,0,55,0,5,0,0,60,3,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0
5/20/2022 23:16:29,Yes,70,0,0,0,0,20,0,0,0,0,3)40,1,0,0,0,100,1,0,0,0,100,0,0,0,0,100,1,0,0,0,100,1,0,0,0,100,0,0,0,0,100,1,1,0,0,0,0,0,0,0
